Battery_Voltage_V,Battery_Temperature_C,State_of_Charge_Percent,Charge_Discharge_Cycles,Current_A,Battery_Age_Months,Internal_Resistance_mOhm,Ambient_Temperature_C,Battery_Health_Percent
399.0,70.0,97.81,491,-170.7,63.7,47.77,27.28,77.51
364.74,47.96,29.19,364,-120.83,45.6,40.65,18.31,90.53
365.67,30.84,20.89,827,-10.94,81.0,51.68,29.38,80.8
371.03,33.54,52.09,931,-67.88,77.3,49.54,25.19,79.09
382.32,55.21,50.74,402,-106.53,56.2,41.13,32.87,79.03
375.52,35.86,43.96,1109,37.84,83.4,54.29,30.89,72.97
376.67,22.97,55.29,117,-82.07,19.8,37.31,9.47,93.51
364.7,,27.06,116,-118.06,10.7,32.82,42.73,85.1
355.91,11.38,15.92,142,-37.57,25.9,35.84,6.28,93.91
380.55,31.66,59.19,69,-88.9,5.5,30.15,12.48,96.84
403.25,46.09,93.6,592,-88.97,51.0,42.44,27.25,85.47
357.1,37.35,18.09,752,-43.67,89.9,53.25,30.96,78.93
385.28,36.97,71.96,39,-78.61,3.8,28.05,25.18,99.07
371.03,59.83,46.6,215,-140.02,11.7,32.38,22.58,85.85
364.68,24.89,32.93,498,-6.49,43.4,41.01,27.18,89.22
391.81,30.94,86.05,911,11.96,89.7,52.77,33.27,75.02
370.9,22.41,48.37,367,-55.04,30.4,38.04,16.53,93.4
379.42,20.42,60.41,366,-2.79,48.7,42.55,16.86,87.88
373.71,23.76,47.09,0,-62.13,4.0,36.51,19.34,95.89
355.15,70.0,12.72,94,-154.6,14.2,30.96,41.2,86.53
373.86,31.47,61.52,1175,13.79,94.7,56.51,31.73,73.61
371.93,35.6,44.79,1076,-45.95,92.7,53.31,33.72,76.85
356.48,45.32,13.24,33,-30.94,0.5,32.26,43.91,94.41
386.49,42.76,61.6,987,-46.38,91.4,57.25,35.87,73.91
353.05,35.2,5.94,405,-50.89,61.4,43.14,29.56,84.3
365.21,46.82,24.81,681,-31.48,83.3,51.32,43.58,76.09
388.32,22.26,79.2,179,-30.33,43.7,36.41,18.28,90.35
358.2,28.69,8.6,713,35.81,49.5,47.09,25.35,85.04
380.38,39.2,66.43,281,-13.71,46.9,43.3,39.56,88.87
399.13,8.13,95.22,631,30.59,64.0,45.65,6.06,85.58
363.15,22.97,21.26,89,50.42,13.4,34.24,20.03,99.68
374.39,70.0,44.63,0,-136.68,2.9,27.94,35.9,87.29
386.33,31.99,59.67,197,36.6,29.6,35.17,29.07,93.33
372.14,35.77,47.79,806,-0.81,67.6,49.29,33.14,79.97
386.21,8.42,63.94,236,-10.7,19.4,40.01,8.84,94.46
375.16,19.69,43.39,600,19.37,64.6,42.06,19.59,85.86
359.7,,19.11,808,-55.89,93.1,52.43,34.49,75.25
362.25,20.31,13.46,42,-3.84,9.0,34.3,18.98,98.51
387.42,54.72,75.72,758,-103.47,64.6,50.93,36.25,76.58
363.9,60.99,27.67,416,-124.72,42.6,40.15,30.87,84.98
392.74,14.99,85.51,500,-8.1,83.3,50.1,16.28,80.1
383.97,37.14,75.59,268,-44.17,17.0,36.71,31.46,91.86
357.13,39.69,9.7,559,-40.17,66.5,49.12,35.49,84.86
363.87,48.47,24.12,752,-87.86,80.5,49.19,31.61,77.23
366.06,35.81,32.74,1086,-16.53,90.7,54.66,33.37,73.43
386.03,18.04,61.48,477,-65.58,65.6,43.37,10.71,86.18
389.66,51.93,81.93,647,-42.79,47.7,43.04,50.0,77.84
350.18,56.21,10.73,598,-69.2,59.3,44.28,50.0,80.66
370.06,58.07,28.71,913,-88.12,83.4,50.01,42.29,70.93
373.4,33.09,40.74,346,-52.42,54.8,45.27,29.16,87.66
363.09,26.79,22.42,71,31.14,2.9,31.27,23.95,99.21
377.38,35.83,56.8,1083,-68.38,89.4,53.28,24.16,75.07
376.23,42.23,50.41,346,-47.6,66.2,42.58,35.84,79.2
363.75,45.18,35.07,376,-55.91,64.9,40.4,38.69,83.21
376.38,33.9,54.1,216,-78.23,20.7,36.49,21.5,88.84
366.69,30.05,38.8,400,33.75,63.3,41.76,27.78,90.56
369.59,70.0,37.6,486,-121.7,37.8,39.31,40.57,79.55
367.88,29.88,30.21,437,-45.12,62.5,46.03,26.97,84.78
375.03,45.7,56.34,41,-90.61,10.2,30.87,29.12,90.19
375.77,41.48,47.19,735,-5.97,63.2,47.74,41.77,82.19
362.42,40.63,23.65,1015,-31.97,95.9,53.44,40.16,75.04
355.17,37.2,6.23,124,30.94,4.6,30.92,36.05,96.12
358.94,17.4,19.34,867,4.07,93.8,51.49,17.31,78.44
356.65,17.53,9.07,385,-35.1,39.1,39.34,17.43,89.17
370.91,23.98,46.0,585,4.66,83.6,45.61,20.64,81.36
358.15,24.44,26.38,744,10.15,75.1,50.23,22.78,84.42
368.11,50.3,44.94,357,-94.75,54.4,47.35,30.16,82.16
366.64,26.83,36.3,660,6.39,70.9,48.42,27.07,84.13
373.22,26.74,56.11,516,-22.16,84.3,45.96,26.38,82.57
391.53,25.22,73.77,244,-10.63,38.8,,25.42,91.58
375.02,26.14,50.53,375,-64.45,31.4,35.37,19.23,96.62
358.2,42.64,10.89,287,-91.26,64.1,40.95,23.39,87.92
355.69,70.0,6.66,380,-102.05,77.6,44.56,50.0,76.86
362.65,70.0,25.26,773,-244.5,73.2,50.8,34.99,71.73
383.3,45.23,45.37,625,-82.56,76.6,49.13,28.2,80.72
363.42,40.41,9.27,592,106.36,41.8,39.34,13.0,82.7
372.24,21.96,36.13,793,9.34,78.5,51.34,18.1,80.88
391.92,27.51,89.27,112,-20.89,11.5,31.74,27.58,95.96
361.07,37.38,13.55,531,17.66,52.3,44.37,41.6,86.86
392.31,37.96,95.11,63,-55.6,0.6,29.2,30.29,99.16
397.38,39.08,86.38,438,-63.51,31.2,38.85,30.16,91.47
384.34,45.91,84.02,476,-57.41,35.2,38.39,39.1,86.59
392.57,31.99,87.05,337,-84.16,38.0,38.87,18.29,90.73
359.93,57.32,12.6,714,-79.22,66.8,44.78,42.06,78.45
360.84,24.43,19.36,243,-40.95,37.3,36.32,24.17,95.18
354.45,45.26,17.77,281,-36.13,43.1,38.0,39.58,84.72
358.29,51.3,15.57,356,39.57,22.8,35.04,44.7,88.01
369.22,20.15,36.13,228,21.48,35.8,36.89,18.93,88.27
392.55,61.92,83.87,92,-129.13,21.8,34.36,28.0,89.97
363.25,40.17,28.94,0,-57.67,7.0,33.71,35.89,94.66
366.67,49.76,28.2,516,-106.34,57.9,41.61,25.13,83.07
388.04,70.0,69.21,544,-196.5,64.1,42.99,25.41,73.32
356.64,27.96,14.21,733,-34.77,59.5,46.32,24.02,84.38
374.17,6.97,39.23,215,-5.37,44.5,35.56,9.39,91.06
366.06,37.91,33.07,310,-35.72,36.5,39.06,38.57,88.26
391.28,17.8,85.49,876,-13.79,82.9,51.22,17.9,81.79
381.01,12.49,53.88,353,-60.08,49.8,,5.11,87.59
387.17,61.17,66.41,484,-101.66,46.0,46.21,38.47,82.77
356.77,40.06,17.26,11,-62.02,2.5,30.59,32.85,100.0
394.33,20.49,93.25,85,42.13,32.8,34.69,14.82,93.64
373.11,41.73,35.63,163,-17.52,36.5,39.03,38.86,93.42
385.77,70.0,72.15,523,-131.24,38.3,40.95,34.65,81.41
397.85,31.81,95.69,493,-32.2,55.7,42.96,28.0,91.51
375.9,26.32,53.32,658,36.43,51.2,47.84,24.5,89.52
380.57,24.56,53.22,555,5.68,58.4,45.8,26.78,86.57
364.5,31.7,16.14,755,37.21,73.4,46.66,30.06,84.35
371.25,51.89,42.08,774,-129.31,78.0,47.6,20.11,75.87
400.25,43.71,85.98,933,-32.45,68.9,47.0,39.18,80.98
357.25,42.7,17.84,1003,-60.9,91.7,51.59,33.56,72.26
395.23,22.63,92.16,29,-4.3,1.8,32.81,26.65,98.27
386.22,62.33,68.39,193,-90.95,18.8,33.73,45.43,86.18
370.04,38.34,44.99,0,-91.99,0.7,26.54,24.98,97.61
380.44,44.55,56.92,489,-40.18,62.2,45.13,43.49,82.06
358.09,50.76,19.3,1051,-95.31,86.2,53.78,30.93,72.49
358.2,33.32,25.66,148,-24.43,23.4,34.09,35.58,95.88
360.88,70.0,32.21,566,-162.35,89.0,47.74,24.33,72.38
369.81,9.12,41.56,131,30.54,5.8,32.21,9.3,98.84
397.24,70.0,91.97,611,-207.11,89.7,49.71,32.79,69.43
365.88,13.69,39.92,240,14.28,33.8,38.26,16.12,91.49
377.92,32.97,54.76,104,-74.85,9.7,29.0,21.87,96.52
360.74,57.63,20.39,387,-126.97,46.6,38.67,28.76,82.9
386.96,22.86,74.92,237,-29.8,24.7,35.17,21.58,96.86
376.33,28.05,58.23,282,13.14,27.3,34.26,27.68,93.97
374.12,33.24,46.79,225,29.51,29.5,37.63,30.0,91.22
397.06,16.63,94.98,753,27.55,77.1,50.44,13.26,82.89
397.75,44.74,89.61,302,-91.51,51.8,39.57,30.74,86.41
379.95,20.68,67.65,306,-27.71,29.9,38.87,21.79,92.16
396.63,57.59,92.57,477,-146.68,58.6,44.01,17.32,82.91
375.51,12.05,58.65,502,-35.24,68.8,45.8,7.99,86.94
391.07,13.92,83.56,209,-19.71,26.2,30.26,12.46,95.04
368.66,35.35,43.9,367,-62.51,39.7,39.24,28.24,89.34
353.87,70.0,13.24,21,-150.14,11.7,30.76,28.42,87.69
399.71,44.93,99.44,185,-75.63,17.4,34.18,33.18,89.31
358.67,58.98,20.73,882,74.44,65.4,47.78,45.16,74.62
368.85,44.72,28.89,251,-16.54,17.4,32.72,41.56,91.83
363.78,44.56,20.49,357,-69.08,50.4,40.46,37.96,83.24
370.94,46.92,37.06,578,-49.55,68.1,45.16,39.86,78.5
368.6,27.41,32.48,116,-16.92,10.3,34.51,29.81,100.0
381.44,64.18,62.1,233,-132.95,54.5,40.22,29.63,84.77
403.75,70.0,99.66,321,-129.83,24.6,35.76,43.37,82.15
354.11,44.87,9.99,541,-84.17,92.4,46.79,30.16,76.87
395.83,38.36,78.95,398,-70.68,46.4,46.4,30.38,87.79
355.75,49.01,17.16,765,67.64,77.4,51.24,39.66,75.83
350.06,25.63,6.88,502,-35.76,52.8,43.27,25.23,87.83
378.65,37.08,65.66,22,-71.01,4.2,28.01,26.65,97.76
390.32,14.43,87.96,265,-36.61,60.8,38.73,14.39,88.29
355.99,70.0,21.75,711,-161.49,91.3,54.15,23.37,66.74
369.37,42.47,37.45,490,-94.25,57.8,46.79,24.7,81.85
363.08,39.19,21.03,921,-84.91,78.6,51.56,25.27,76.88
395.66,58.29,91.12,636,-101.23,84.9,47.47,36.1,73.76
361.19,15.72,30.68,289,34.07,21.9,35.08,17.91,91.79
372.21,43.24,47.25,96,-0.4,20.4,32.28,42.89,96.46
397.52,31.11,90.0,300,-112.63,58.7,45.95,7.4,88.89
377.74,62.08,57.52,455,-116.01,39.5,40.06,33.98,81.66
394.42,62.94,93.62,360,-115.57,80.6,47.32,36.17,77.89
391.97,42.34,93.01,689,-51.2,86.4,51.76,34.92,77.25
373.16,40.06,48.85,199,-27.99,33.9,34.51,38.96,95.88
378.06,28.8,60.33,191,-15.03,22.7,35.48,25.88,100.0
363.18,61.19,26.88,765,-100.86,74.9,48.33,40.53,77.73
400.98,23.65,99.1,264,-50.7,26.4,39.17,21.09,95.35
364.87,24.06,31.44,640,-43.35,79.0,49.45,21.93,81.73
390.26,49.54,79.41,307,31.82,40.7,39.06,48.69,82.56
368.78,30.08,34.73,445,6.45,64.1,44.36,29.77,89.24
363.68,70.0,34.74,155,-126.12,9.2,31.56,37.52,86.43
363.09,70.0,14.87,758,-153.03,59.9,44.67,32.96,74.6
376.87,40.92,58.19,476,-46.66,43.4,39.75,35.23,87.64
365.68,18.7,28.26,270,-78.23,56.3,42.14,7.95,90.44
356.14,52.6,19.1,34,-97.66,16.1,34.59,31.76,92.16
363.6,42.95,26.53,923,-85.38,70.7,51.1,28.16,76.18
364.87,39.38,28.85,658,-5.23,82.8,45.88,37.73,79.75
381.42,51.0,52.89,216,-130.22,20.8,35.93,20.04,89.0
370.13,50.89,41.66,138,70.9,9.2,33.99,39.93,94.12
359.98,28.51,12.17,0,-83.05,2.3,33.75,15.94,98.51
378.83,20.96,55.92,496,-2.05,61.6,41.53,23.48,86.37
395.47,26.36,79.84,774,-80.14,58.3,48.63,12.22,84.2
374.44,50.71,59.55,546,-131.1,52.5,46.52,17.19,81.08
400.24,33.88,97.58,157,-48.76,22.3,32.72,28.07,94.68
349.19,66.29,14.42,207,-115.24,37.5,39.0,41.68,81.29
391.33,34.36,83.01,425,-31.17,57.1,39.42,28.35,84.99
379.58,18.37,53.04,528,-41.51,47.7,42.38,15.16,87.04
381.61,19.29,54.55,630,-81.68,94.8,48.44,6.89,81.47
379.37,38.63,54.31,8,-30.91,13.1,33.41,34.74,93.92
367.08,22.25,35.91,904,22.33,66.7,48.95,21.43,82.44
369.55,33.44,35.83,235,-46.6,38.8,37.48,22.76,93.41
390.06,55.11,65.03,220,-83.71,41.1,,38.77,82.62
354.85,26.22,9.25,488,-16.0,68.9,43.5,26.65,83.9
383.35,25.53,60.93,339,-13.51,66.5,43.4,25.01,84.57
385.63,36.27,73.84,733,-57.09,95.2,52.99,29.62,74.9
372.64,44.31,38.85,107,42.41,12.3,32.25,42.82,89.16
365.54,39.83,25.65,83,-57.97,10.0,32.59,30.54,95.66
360.8,10.4,25.27,578,49.28,69.5,45.7,6.41,82.88
358.72,31.9,12.77,505,-79.28,55.5,46.24,19.82,86.78
359.24,25.84,13.52,310,11.02,26.3,39.87,25.15,94.79
362.64,40.46,20.84,36,-53.19,7.6,31.34,36.63,94.05
353.29,17.14,6.82,28,-23.89,8.2,31.28,15.57,100.0
368.83,70.0,30.29,1077,-161.57,85.8,51.62,29.49,70.11
364.25,42.47,34.11,118,90.12,18.4,38.46,27.18,91.12
399.8,38.72,99.55,205,-20.98,31.0,38.27,38.17,87.25
399.94,17.44,99.21,231,21.01,21.8,37.37,18.03,92.02
364.9,56.63,22.77,344,-122.66,34.1,41.41,29.67,89.69
359.72,45.44,25.24,0,-29.7,6.7,30.9,43.33,94.7
376.59,37.56,51.73,283,-50.77,49.8,39.77,36.99,90.43
358.09,50.89,19.13,121,-103.46,6.5,35.16,33.99,92.3
376.77,27.74,52.88,797,37.12,76.8,48.41,24.89,78.14
372.65,31.1,42.94,204,-31.22,22.4,35.04,29.51,95.65
364.08,31.13,35.84,415,-43.25,51.8,42.55,26.87,87.05
395.37,37.91,83.15,813,-2.51,84.5,48.64,36.57,82.52
393.12,45.97,83.67,724,-91.28,62.5,48.22,33.26,78.5
396.85,22.33,98.85,325,-30.32,51.2,42.03,21.72,92.85
362.07,46.95,26.19,214,-34.59,31.1,35.73,45.45,92.82
399.18,42.71,89.39,329,-31.95,32.0,40.41,40.04,85.91
379.3,20.73,56.1,722,21.64,64.3,44.52,19.33,85.71
377.7,32.32,61.19,462,-65.47,95.4,48.2,24.56,80.82
392.72,36.81,90.15,531,-71.8,63.5,47.83,26.42,86.08
399.15,47.43,94.55,312,-76.86,53.5,40.89,36.16,85.89
389.26,30.67,74.05,424,-79.35,70.1,41.79,19.91,86.63
370.11,22.78,38.05,379,26.14,44.7,40.98,21.31,89.11
374.88,36.41,51.52,0,-44.24,5.8,30.3,36.78,98.83
384.14,34.99,63.43,696,21.37,54.0,46.1,33.59,81.47
390.92,12.47,83.72,898,-23.74,91.9,54.96,8.52,79.93
381.19,50.98,67.51,192,-92.45,16.8,34.31,34.58,92.23
374.62,51.4,39.72,555,-130.42,66.2,40.74,13.26,81.67
373.82,55.18,44.7,129,-127.12,19.3,35.3,21.65,87.68
352.54,44.73,9.79,253,-93.45,51.4,38.23,24.35,84.95
396.81,24.98,92.81,182,21.18,9.3,34.23,23.31,95.48
356.77,25.5,13.37,576,38.05,43.2,43.97,21.51,86.3
379.0,20.28,60.09,393,-34.42,72.6,46.95,17.62,86.2
394.6,30.48,87.81,107,15.61,33.4,37.77,33.12,92.83
369.71,18.68,44.98,331,-73.3,63.8,42.27,11.87,87.09
393.13,34.27,81.01,777,-77.67,76.4,48.99,22.68,79.77
390.66,34.78,81.36,971,6.25,89.0,53.92,35.91,74.44
350.51,32.64,10.69,217,-30.02,22.5,37.18,31.97,92.74
371.39,11.66,44.15,510,4.01,38.3,38.87,14.15,92.2
383.48,,70.65,58,-36.93,14.6,34.62,8.7,98.75
363.59,22.86,45.12,1071,-62.52,95.3,51.37,17.11,77.77
377.93,9.63,56.79,1038,-52.94,89.0,49.56,6.22,81.07
383.85,29.92,61.47,480,-21.57,51.8,39.27,28.92,87.49
359.36,26.88,19.37,627,-25.61,80.8,49.44,23.4,81.67
374.19,44.27,44.14,513,-95.91,50.0,43.87,24.17,86.25
353.88,36.28,7.7,550,-47.3,59.9,44.89,33.1,84.55
358.24,70.0,19.21,24,-131.23,8.6,30.4,36.74,86.89
374.64,41.09,53.66,741,-60.95,72.5,49.23,30.38,77.34
375.9,46.13,59.49,93,-95.25,12.3,31.43,25.77,91.69
362.22,70.0,18.89,780,-222.75,79.3,49.04,20.98,73.94
390.58,42.41,76.78,679,92.6,75.1,46.38,24.49,80.42
369.38,45.18,40.43,695,-86.34,68.0,48.45,30.07,80.34
390.16,59.89,92.46,134,-96.48,3.5,30.7,37.25,91.04
372.33,22.95,41.83,167,57.38,29.1,36.81,14.1,92.74
356.9,41.31,19.23,136,-110.32,25.3,35.33,16.72,86.99
388.94,61.69,77.01,337,-127.08,34.6,,27.94,80.18
374.85,11.87,58.94,100,-52.32,8.4,32.4,6.89,100.0
371.14,37.36,41.74,1213,-69.7,89.9,58.11,30.85,74.96
369.01,48.8,38.82,456,-78.36,53.2,44.15,38.56,86.36
352.43,67.14,19.32,249,-95.04,29.3,34.65,50.0,85.03
373.54,33.04,37.38,252,-51.32,38.1,37.12,28.82,92.99
352.92,41.92,7.79,223,58.19,42.9,38.13,36.59,86.3
375.59,64.2,52.73,654,-136.64,57.7,46.27,28.22,73.68
396.7,47.03,90.19,288,10.44,49.5,41.86,44.2,87.86
390.13,32.85,80.56,878,52.02,88.3,53.32,23.77,78.75
354.95,45.95,7.71,522,-77.57,47.7,40.79,31.29,84.5
390.93,30.33,88.72,853,-17.42,95.2,52.78,34.04,77.25
373.56,38.52,47.97,1022,-47.32,81.7,51.64,31.89,80.26
355.84,62.74,23.13,158,-143.16,20.0,35.32,20.28,85.66
387.53,16.38,76.48,628,33.14,89.3,46.43,14.26,84.79
372.17,40.09,35.67,113,-37.89,11.2,32.75,38.21,94.87
360.01,40.06,29.07,977,-71.26,78.5,48.02,30.51,73.53
359.11,,20.33,207,-131.3,36.5,35.39,28.75,85.59
369.24,37.84,51.23,408,-8.75,84.3,49.99,36.92,81.52
356.96,40.8,13.87,493,-30.87,83.3,50.81,36.45,79.37
391.22,33.24,79.63,512,-3.65,77.4,45.43,31.58,83.72
376.01,37.33,49.71,1035,-6.68,75.8,52.71,34.36,72.21
371.93,39.78,47.46,280,-88.79,29.2,38.15,22.75,90.97
346.16,70.0,5.18,162,-245.19,7.8,35.52,33.34,87.14
387.62,13.45,82.7,473,-46.6,38.7,41.02,12.31,93.63
379.68,34.62,51.82,178,-50.63,16.7,32.18,28.2,99.77
376.03,38.49,46.79,490,-30.17,66.7,43.27,35.47,83.4
388.39,24.79,77.33,362,51.07,33.2,39.39,20.81,93.69
355.97,33.6,10.98,1112,-42.92,93.7,51.51,29.42,78.43
366.83,30.11,39.83,788,1.55,61.5,43.68,31.01,84.42
383.72,18.71,59.69,698,-17.37,79.0,50.51,19.09,82.36
372.22,66.73,48.75,37,-123.09,12.7,37.56,39.29,87.11
362.44,58.86,22.26,504,-117.41,82.8,46.21,31.2,73.77
362.73,11.91,33.43,801,29.22,88.6,50.98,11.24,82.04
366.22,46.88,33.52,631,-92.77,46.8,43.16,28.91,81.19
403.36,39.67,99.24,492,-17.85,58.2,44.14,42.54,84.03
365.15,49.74,35.99,894,-101.44,73.4,48.24,27.96,78.48
364.49,20.51,24.49,226,4.79,16.8,34.58,21.49,92.72
388.33,21.69,83.15,206,-25.15,48.2,40.9,22.55,90.33
369.8,32.22,45.01,428,-57.87,38.3,38.86,26.4,92.95
373.56,12.68,47.17,32,-0.0,14.1,32.45,15.88,94.85
381.49,42.63,57.14,325,-24.42,35.3,40.61,42.02,87.54
379.9,51.38,61.59,0,-83.34,6.5,30.92,37.24,91.17
382.41,42.0,61.1,0,-39.28,2.5,27.3,38.77,99.06
357.57,13.88,8.28,161,0.15,13.0,29.01,12.96,100.0
389.08,29.55,82.79,500,26.46,92.5,46.58,29.29,84.83
357.18,44.89,23.51,367,-47.72,52.8,43.95,38.78,85.65
365.32,28.09,32.77,1269,67.19,92.7,56.08,18.53,74.44
364.56,43.25,21.48,478,-84.67,41.5,41.7,27.28,87.68
386.5,55.92,77.87,279,-133.41,29.9,39.87,17.01,87.52
383.27,64.32,60.45,358,-124.66,48.6,38.38,36.34,78.96
387.59,28.38,76.75,343,-40.6,42.2,45.08,25.85,87.72
388.81,28.64,67.07,87,-39.28,10.1,32.18,27.08,94.63
364.18,23.1,14.9,587,-32.46,61.5,46.17,16.71,85.98
369.92,57.5,33.64,87,-80.08,20.7,32.57,43.48,89.0
371.66,46.58,53.19,848,93.54,59.5,45.47,28.51,80.82
359.78,43.44,33.97,813,50.66,62.4,47.54,35.92,82.48
362.53,55.48,24.69,109,-108.66,14.6,32.05,31.84,91.39
396.54,24.1,87.63,40,-46.12,5.9,31.47,18.91,98.58
389.52,13.42,76.04,792,-37.04,75.0,44.9,11.59,85.01
366.73,23.36,37.8,226,1.14,44.1,36.14,26.09,88.92
384.38,70.0,77.68,60,-131.45,5.6,30.4,39.06,88.91
385.1,47.2,64.62,629,-142.85,95.5,48.34,8.3,76.03
358.26,70.0,5.36,27,-113.13,5.5,37.19,47.48,87.73
368.55,43.55,41.12,759,50.25,66.7,47.97,36.34,78.79
368.77,37.99,32.6,670,-79.28,94.4,51.4,29.91,80.71
370.66,29.08,25.7,107,8.51,23.0,32.33,26.84,92.56
363.88,37.14,28.9,140,-4.67,13.7,32.05,36.59,96.5
396.75,19.01,94.52,33,-50.78,11.7,31.07,15.79,96.17
377.28,29.13,51.2,185,9.65,29.1,38.52,32.42,89.67
391.91,56.77,85.53,80,-113.65,9.7,29.42,31.08,92.47
366.69,54.92,25.35,837,-68.29,66.4,47.65,45.95,77.49
359.57,70.0,21.57,54,-173.0,6.0,32.32,24.35,91.24
394.62,30.91,89.44,633,-34.14,48.9,39.05,28.45,87.57
371.72,40.49,52.09,1102,-87.54,95.7,52.05,27.33,75.68
394.31,36.43,90.04,484,91.4,78.1,43.76,22.83,84.85
352.47,45.74,10.99,385,-36.48,59.1,42.34,42.78,84.36
397.07,18.43,92.06,117,9.16,29.4,34.67,18.25,92.27
367.24,15.47,44.47,474,-0.83,59.9,45.58,12.82,88.13
362.82,33.44,19.76,649,-44.66,50.6,39.64,30.44,88.22
382.35,22.35,69.92,571,19.53,40.9,41.02,20.75,87.07
395.71,33.17,80.71,79,-38.02,12.5,35.02,30.54,95.6
358.86,29.19,9.5,482,-11.46,85.1,44.44,34.33,80.25
401.0,51.49,98.78,538,101.48,43.2,41.62,29.46,85.26
380.99,29.01,71.22,244,-28.46,18.7,36.74,28.24,92.86
365.88,18.97,35.53,113,-71.67,35.3,39.24,7.38,94.73
357.0,47.54,19.37,449,-82.47,39.8,37.95,33.6,87.71
368.83,32.03,42.29,582,-44.98,79.4,48.48,29.96,83.78
367.71,48.57,25.95,321,-32.97,70.4,43.85,46.74,82.48
375.51,41.97,51.94,837,-36.45,73.9,47.38,39.37,80.83
387.67,49.95,79.28,0,-134.92,1.1,27.69,13.18,95.04
381.61,70.0,67.71,169,-175.81,40.0,35.15,38.61,85.16
371.61,34.32,46.41,371,-98.12,46.2,48.07,15.0,86.84
359.75,42.49,16.3,105,-36.48,1.8,33.69,36.34,97.74
393.08,46.84,95.93,285,-36.21,24.9,36.73,42.54,89.98
365.64,48.99,30.69,871,-12.73,73.0,47.97,46.67,76.78
366.97,26.35,31.39,168,-18.22,13.2,34.78,24.04,96.41
377.96,45.0,66.32,222,-69.97,51.4,37.49,35.06,89.6
384.85,60.06,78.2,191,-101.24,20.7,35.66,38.09,86.76
399.1,35.36,98.49,0,-8.74,1.2,31.85,32.71,98.78
402.86,12.94,97.07,174,-26.43,23.2,34.89,11.29,93.12
399.51,53.95,91.81,581,-105.59,93.7,48.66,29.54,74.39
371.35,31.1,46.35,806,-2.51,76.9,48.58,33.69,82.31
364.64,30.79,20.83,745,17.42,92.1,53.21,27.98,78.07
379.3,17.98,60.52,585,7.37,46.8,42.78,19.41,89.72
352.34,24.02,6.64,80,17.87,10.5,35.69,25.99,100.0
362.1,50.92,23.64,482,-85.04,52.6,39.06,37.01,82.1
355.14,32.6,5.24,205,11.11,43.6,36.05,31.94,90.47
359.25,38.22,22.15,713,-49.47,81.1,49.46,32.65,81.39
373.86,41.77,50.1,119,82.69,9.4,33.51,25.51,95.07
367.44,31.52,42.37,702,13.65,46.9,43.91,32.26,83.37
371.09,10.63,40.08,160,-14.24,14.4,36.57,6.94,94.35
394.77,38.78,83.94,290,62.98,31.2,35.68,27.56,91.2
387.55,34.55,69.12,378,-70.38,70.8,44.43,24.19,89.09
392.88,26.71,93.96,369,-6.96,45.7,42.71,28.27,91.6
372.51,38.98,47.31,392,94.13,36.1,42.9,16.27,93.41
369.17,35.31,30.86,315,8.79,37.9,38.43,31.7,90.4
359.02,49.52,16.66,387,-30.91,44.1,45.85,47.22,79.62
384.52,32.4,68.84,997,-56.19,75.4,51.46,28.81,84.15
392.51,48.95,84.97,1036,-98.1,85.6,56.6,28.47,70.81
362.85,55.4,22.46,1096,-57.37,91.7,54.02,50.0,67.44
395.1,36.16,88.48,966,-89.13,75.5,50.68,18.52,80.33
375.77,39.2,55.0,346,-53.81,30.3,40.34,32.95,92.58
361.99,44.96,18.69,525,-46.61,66.1,46.8,43.8,84.12
379.43,22.48,66.07,476,19.32,42.0,41.03,24.1,90.38
381.17,43.33,54.41,253,-64.52,24.4,34.11,36.53,87.35
351.15,44.44,7.68,923,-75.8,80.7,56.59,29.67,76.04
373.11,16.3,42.93,0,13.23,3.7,30.01,17.25,100.0
389.28,21.82,79.55,340,1.8,86.6,46.53,26.36,85.34
377.45,33.24,57.77,436,-54.61,44.3,37.15,27.68,89.28
369.97,21.15,31.79,429,-3.95,61.2,42.35,21.64,89.44
398.84,21.32,93.22,407,-55.72,63.3,45.35,11.93,88.81
363.62,32.48,27.59,627,-52.79,85.9,48.87,23.88,80.42
369.74,16.1,29.01,727,53.23,61.1,51.75,13.05,84.55
372.28,38.86,38.69,356,-48.27,58.9,42.99,33.42,85.75
392.57,43.36,89.98,43,-64.35,6.4,30.21,33.49,96.05
369.83,18.04,53.22,520,-38.93,49.8,46.09,15.25,87.38
385.22,70.0,69.81,113,-157.92,14.4,38.2,28.82,85.58
403.02,21.79,97.75,514,-50.08,70.8,48.46,14.56,83.18
391.54,26.19,79.41,474,-24.72,49.2,42.39,24.38,89.3
365.42,35.1,21.4,750,78.88,65.3,46.93,21.31,83.64
388.15,37.99,79.89,63,-34.46,4.0,27.95,32.8,96.17
387.69,11.29,76.09,163,-13.73,8.1,33.57,11.81,94.99
363.27,40.16,27.1,944,-19.21,68.8,50.55,37.83,78.36
368.68,57.87,35.91,0,96.12,6.9,28.76,40.28,91.88
388.53,29.52,72.46,76,20.16,6.8,31.94,26.56,100.0
368.72,45.59,27.65,0,-127.06,1.2,32.41,14.55,97.61
367.92,10.21,24.78,1181,33.75,91.8,55.02,7.07,73.29
390.91,57.2,71.83,372,-96.7,70.8,44.99,38.95,79.06
396.34,61.56,88.66,452,-79.22,33.9,35.59,47.84,84.22
